"2025-08-27T12:02:17Z";"CREATE_CHEST";"{"chest":{"location":{"world":"world","x":225.0,"y":68.0,"z":-483.0},"createdAt":1756296137678,"expireAt":1756296737678,"owner":{"name":"GeneralZappy","op":false,"id":"07b2ebf5-49a4-3e37-a8a1-fec506196f4e","entity-id":32,"location":{"world":"world","x":225.2946071311123,"y":67.41999998688698,"z":-482.07499998807907,"yaw":-161.62906,"pitch":50.337288}},"isProtected":false,"inventory":{"type":"CHEST","size":18,"content":[{"DataVersion":4325,"id":"minecraft:cooked_beef","count":17,"schema_version":1},{"DataVersion":4325,"id":"minecraft:diamond_sword","count":1,"components":{"minecraft:lore":"[{extra:[{color:\"gray\",text:\"Crafted on: \"},{color:\"dark_gray\",text:\"8/25/2025\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Crafted by: \"},{color:\"dark_gray\",text:\"GeneralZappy\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Damage done: \"},{color:\"dark_gray\",text:\"3,665.08\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Mob kills: \"},{color:\"dark_gray\",text:\"223\"}],italic:0b,text:\"\"}]","minecraft:enchantments":"{\"minecraft:sharpness\":3,\"minecraft:sweeping_edge\":3}","minecraft:custom_data":"{PublicBukkitValues:{\"toolstats:damage-done\":3665.0801889896393d,\"toolstats:mob-kills\":223,\"toolstats:origin\":0,\"toolstats:owner\":[B;7B,-78B,-21B,-11B,73B,-92B,62B,55B,-88B,-95B,-2B,-59B,6B,25B,111B,78B],\"toolstats:time-created\":1756145065742L,\"toolstats:token-applied\":\"mob-kills,damage-done\"}}","minecraft:damage":"94"},"schema_version":1},{"DataVersion":4325,"id":"minecraft:diamond_pickaxe","count":1,"components":{"minecraft:repair_cost":"15","minecraft:lore":"[{extra:[{color:\"gray\",text:\"Crafted on: \"},{color:\"dark_gray\",text:\"8/24/2025\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Crafted by: \"},{color:\"dark_gray\",text:\"GeneralZappy\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Blocks mined: \"},{color:\"dark_gray\",text:\"3,625\"}],italic:0b,text:\"\"}]","minecraft:enchantments":"{\"minecraft:efficiency\":4,\"minecraft:fortune\":3,\"minecraft:mending\":1}","minecraft:custom_data":"{PublicBukkitValues:{\"toolstats:generic-mined\":3625,\"toolstats:origin\":0,\"toolstats:owner\":[B;7B,-78B,-21B,-11B,73B,-92B,62B,55B,-88B,-95B,-2B,-59B,6B,25B,111B,78B],\"toolstats:time-created\":1756024925273L,\"toolstats:token-applied\":\"blocks-mined\"}}","minecraft:damage":"206"},"schema_version":1},{"DataVersion":4325,"id":"minecraft:diamond_axe","count":1,"components":{"minecraft:repair_cost":"3","minecraft:lore":"[{extra:[{color:\"gray\",text:\"Crafted on: \"},{color:\"dark_gray\",text:\"8/24/2025\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Crafted by: \"},{color:\"dark_gray\",text:\"GeneralZappy\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Blocks mined: \"},{color:\"dark_gray\",text:\"1,024\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Damage done: \"},{color:\"dark_gray\",text:\"1,388.11\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Mob kills: \"},{color:\"dark_gray\",text:\"66\"}],italic:0b,text:\"\"}]","minecraft:enchantments":"{\"minecraft:efficiency\":4}","minecraft:custom_data":"{PublicBukkitValues:{\"toolstats:damage-done\":1388.1117279529572d,\"toolstats:generic-mined\":1024,\"toolstats:mob-kills\":66,\"toolstats:origin\":0,\"toolstats:owner\":[B;7B,-78B,-21B,-11B,73B,-92B,62B,55B,-88B,-95B,-2B,-59B,6B,25B,111B,78B],\"toolstats:time-created\":1756056855408L,\"toolstats:token-applied\":\"mob-kills,blocks-mined,damage-done\"}}","minecraft:damage":"330"},"schema_version":1},{"DataVersion":4325,"id":"minecraft:water_bucket","count":1,"schema_version":1},{"DataVersion":4325,"id":"minecraft:netherrack","count":64,"schema_version":1},{"DataVersion":4325,"id":"minecraft:iron_ingot","count":64,"schema_version":1},{"DataVersion":4325,"id":"minecraft:iron_ingot","count":64,"schema_version":1},{"DataVersion":4325,"id":"minecraft:iron_ingot","count":1,"schema_version":1},{"DataVersion":4325,"id":"minecraft:diamond","count":36,"schema_version":1},{"DataVersion":4325,"id":"minecraft:enchanted_book","count":1,"components":{"minecraft:stored_enchantments":"{\"minecraft:efficiency\":5}"},"schema_version":1},{"DataVersion":4325,"id":"minecraft:enchanted_book","count":1,"components":{"minecraft:stored_enchantments":"{\"minecraft:protection\":4}"},"schema_version":1},{"DataVersion":4325,"id":"minecraft:crafting_table","count":1,"schema_version":1},{"DataVersion":4325,"id":"minecraft:emerald","count":39,"schema_version":1},{"DataVersion":4325,"id":"minecraft:enchanted_book","count":1,"components":{"minecraft:stored_enchantments":"{\"minecraft:fire_aspect\":2}"},"schema_version":1},{"DataVersion":4325,"id":"minecraft:iron_ingot","count":64,"schema_version":1},{"DataVersion":4325,"id":"minecraft:golden_chestplate","count":1,"components":{"minecraft:lore":"[{extra:[{color:\"gray\",text:\"Dropped on: \"},{color:\"dark_gray\",text:\"8/25/2025\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Dropped by: \"},{color:\"dark_gray\",text:\"Zombie\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Damage taken: \"},{color:\"dark_gray\",text:\"231.28\"}],italic:0b,text:\"\"}]","minecraft:custom_data":"{PublicBukkitValues:{\"toolstats:damage-taken\":231.27792060375214d,\"toolstats:dropped-by\":\"Zombie\",\"toolstats:origin\":1,\"toolstats:time-created\":1756109460052L,\"toolstats:token-applied\":\"damage-taken\"}}","minecraft:damage":"67"},"schema_version":1},{"DataVersion":4325,"id":"minecraft:golden_helmet","count":1,"components":{"minecraft:lore":"[{extra:[{color:\"gray\",text:\"Looted on: \"},{color:\"dark_gray\",text:\"8/23/2025\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Looted by: \"},{color:\"dark_gray\",text:\"GeneralZappy\"}],italic:0b,text:\"\"},{extra:[{color:\"gray\",text:\"Damage taken: \"},{color:\"dark_gray\",text:\"517.98\"}],italic:0b,text:\"\"}]","minecraft:enchantments":"{\"minecraft:unbreaking\":3}","minecraft:custom_data":"{PublicBukkitValues:{\"toolstats:damage-taken\":517.9777330160141d,\"toolstats:origin\":2,\"toolstats:owner\":[B;7B,-78B,-21B,-11B,73B,-92B,62B,55B,-88B,-95B,-2B,-59B,6B,25B,111B,78B],\"toolstats:time-created\":1755973115573L,\"toolstats:token-applied\":\"damage-taken\"}}","minecraft:damage":"61"},"schema_version":1}]}}}"
"2025-08-27T12:03:14Z";"DESTROY_CHEST";"{"chest":{"location":{"world":"world","x":225.0,"y":68.0,"z":-483.0},"createdAt":1756296137678,"expireAt":1756296737678,"owner":{"name":"GeneralZappy","op":false,"id":"07b2ebf5-49a4-3e37-a8a1-fec506196f4e","entity-id":32,"location":{"world":"world","x":223.94109853916655,"y":67.0,"z":-480.54660817738875,"yaw":-143.17682,"pitch":1.8614271}},"isProtected":false,"inventory":{"type":"CHEST","size":18,"content":[]}},"reason":"PLAYER","extra":{"player":{"name":"GeneralZappy","op":false,"id":"07b2ebf5-49a4-3e37-a8a1-fec506196f4e","entity-id":32,"location":{"world":"world","x":223.94109853916655,"y":67.0,"z":-480.54660817738875,"yaw":-143.17682,"pitch":1.8614271}}}}"
